GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,6094015.744,6094015.74400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGELT1,<1 year,,FMLE,Female,,,,,,,,8072667.99,8072667.99000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,7973117.716,7973117.71600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,7575308.885,7575308.88500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,7078342.628,7078342.62800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,953709.1092,953709.10920,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,605715.1596,605715.15960,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,320975.3495,320975.34950,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,7669160.55,7669160.55000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,7569834.696,7569834.69600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,1450883.94,1450883.94000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,1057753.379,1057753.37900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,709274.6788,709274.67880,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,419680.8443,419680.84430,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,2389722.47,2389722.47000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,1942078.563,1942078.56300,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,1515012.732,1515012.73200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,1116844.077,1116844.07700,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,3430535.899,3430535.89900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,2955297.918,2955297.91800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,2489735.231,2489735.23100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,2037969.755,2037969.75500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,4886934.166,4886934.16600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,4398732.984,4398732.98400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,3914007.673,3914007.67300,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,3433665.178,3433665.17800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,5863987.391,5863987.39100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,5370158.821,5370158.82100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,4878870.511,4878870.51100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,4390822.229,4390822.22900,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,64.89614345,64.89614,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,59.97123534,59.97124,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,55.24521349,55.24521,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,50.61195385,50.61195,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGELT1,<1 year,,MLE,Male,,,,,,,,74.94882827,74.94883,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,74.48968183,74.48968,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,70.59213261,70.59213,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,65.64790914,65.64791,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,60.71765798,60.71766,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,7.749049759,7.74905,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,5.532829279,5.53283,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGELT1,<1 year,,MLE,Male,,,,,,,,76.27110918,76.27111,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,75.75769303,75.75769,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,14.34236734,14.34237,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,11.09662564,11.09663,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,8.272913504,8.27291,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,5.825516768,5.82552,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,21.71959999,21.71960,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,18.03003205,18.03003,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,14.54129003,14.54129,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,11.37314208,11.37314,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,34.28086436,34.28086,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,29.86855286,29.86855,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,25.66089367,25.66089,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,21.78412682,21.78413,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,45.47149905,45.47150,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,40.72117151,40.72117,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,36.05761347,36.05761,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,31.48272765,31.48273,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,55.69343417,55.69343,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,50.84227128,50.84227,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,46.02504463,46.02504,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,41.26872852,41.26873,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,71.34043579,71.34044,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,66.38232191,66.38232,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,61.47241248,61.47241,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,56.60457782,56.60458,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,51.75862331,51.75862,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,80.2573722,80.25737,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,76.3247921,76.32479,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,71.36163873,71.36164,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,66.40373671,66.40374,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,6.511442236,6.51144,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGELT1,<1 year,,FMLE,Female,,,,,,,,80.7266799,80.72668,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,80.13159145,80.13159,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,76.19490986,76.19491,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,12.7334585,12.73346,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,9.420187148,9.42019,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,6.471769229,6.47177,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,76.6916055,76.69161,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,21.40679196,21.40679,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,17.60627634,17.60628,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,14.13258123,14.13258,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,10.98859208,10.98859,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,30.4674395,30.46744,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,26.20552936,26.20553,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,22.10272416,22.10272,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,18.26189923,18.26190,,,,,
